,Restaurant Name,Cuisines,City,Locality Verbose,Country,Longitude,Latitude,Average Cost for two ($USD),Aggregate rating,Votes,Location
3926,Al Quresh,"NorthIndian,Mughlai",New Delhi,"Moti Bagh, New Delhi",India,77.1702647,28.5799748,7.88,3.6,62.0,"MotiBagh,NewDelhi,India"
3927,Angels in my Kitchen,"Bakery,Desserts,FastFood",New Delhi,"Moti Bagh, New Delhi",India,77.1701299,28.5795586,4.6,3.5,57.0,"MotiBagh,NewDelhi,India"
3928,Aapki Rasoi,NorthIndian,New Delhi,"Moti Nagar, New Delhi",India,77.14205129999998,28.6575224,3.94,3.1,15.0,"MotiNagar,NewDelhi,India"
3929,Bats On Delivery,"NorthIndian,FastFood",New Delhi,"Moti Nagar, New Delhi",India,77.1408316,28.6595295,9.19,3.1,17.0,"MotiNagar,NewDelhi,India"
3930,Bimbo Cakes,Bakery,New Delhi,"Moti Nagar, New Delhi",India,77.18997167293324,28.61648441793129,5.25,3.2,10.0,"MotiNagar,NewDelhi,India"
3931,Burger Bros,"FastFood,Burger",New Delhi,"Moti Nagar, New Delhi",India,77.142103,28.6581968,3.94,3.1,21.0,"MotiNagar,NewDelhi,India"
3932,Chinese Food Corner,"Chinese,NorthIndian",New Delhi,"Moti Nagar, New Delhi",India,77.13974559999998,28.6590321,6.57,2.5,20.0,"MotiNagar,NewDelhi,India"
3933,CL Snacks,StreetFood,New Delhi,"Moti Nagar, New Delhi",India,77.1399797,28.6567779,1.97,3.1,7.0,"MotiNagar,NewDelhi,India"
3934,Kapoor's Sanjha Chulha,"NorthIndian,Mughlai",New Delhi,"Moti Nagar, New Delhi",India,77.1401443,28.6578471,6.57,3.0,5.0,"MotiNagar,NewDelhi,India"
3935,King's,IceCream,New Delhi,"Moti Nagar, New Delhi",India,77.14251,28.6576259,1.97,3.2,7.0,"MotiNagar,NewDelhi,India"
3936,Kumar Hotel,"NorthIndian,Mughlai",New Delhi,"Moti Nagar, New Delhi",India,77.1395053,28.6567194,9.19,3.4,57.0,"MotiNagar,NewDelhi,India"
3937,Kumar Pastry Shop,"Bakery,FastFood",New Delhi,"Moti Nagar, New Delhi",India,77.1414135,28.658983000000006,3.94,3.2,31.0,"MotiNagar,NewDelhi,India"
3938,Midnight Adda,NorthIndian,New Delhi,"Moti Nagar, New Delhi",India,77.139708,28.6594663,7.88,3.0,6.0,"MotiNagar,NewDelhi,India"
3939,Mughlaai Daawat,"NorthIndian,Mughlai,FastFood",New Delhi,"Moti Nagar, New Delhi",India,77.14140479999998,28.6617937,7.22,2.9,8.0,"MotiNagar,NewDelhi,India"
3940,Pindiwala,Mughlai,New Delhi,"Moti Nagar, New Delhi",India,77.18997167293324,28.61648441793129,6.57,3.0,4.0,"MotiNagar,NewDelhi,India"
3941,Pipes & Hipes,"NorthIndian,Chinese,FastFood",New Delhi,"Moti Nagar, New Delhi",India,77.1433724,28.6588206,11.82,3.0,8.0,"MotiNagar,NewDelhi,India"
3942,Sai Rasoi,"Chinese,NorthIndian",New Delhi,"Moti Nagar, New Delhi",India,77.18997167293324,28.61648441793129,6.57,3.1,9.0,"MotiNagar,NewDelhi,India"
3943,Snaxpress Tastes & Cakes,"Bakery,Desserts",New Delhi,"Moti Nagar, New Delhi",India,77.1399344,28.6577012,2.63,2.9,5.0,"MotiNagar,NewDelhi,India"
3944,Veggie Adda,"NorthIndian,FastFood",New Delhi,"Moti Nagar, New Delhi",India,77.13985109999999,28.6590028,5.25,3.4,25.0,"MotiNagar,NewDelhi,India"
3945,C L Corner,StreetFood,New Delhi,"Moti Nagar, New Delhi",India,77.1399823,28.6566565,1.31,3.8,85.0,"MotiNagar,NewDelhi,India"
3946,Chin 10,"NorthIndian,Chinese",New Delhi,"Moti Nagar, New Delhi",India,77.14114609999999,28.657096600000006,6.57,3.5,53.0,"MotiNagar,NewDelhi,India"
3947,Kati Roll Cottage,FastFood,New Delhi,"Moti Nagar, New Delhi",India,77.14092149999998,28.6594485,2.63,3.7,39.0,"MotiNagar,NewDelhi,India"
3948,Kings Kulfi,IceCream,New Delhi,"Moti Nagar, New Delhi",India,77.1424685,28.657644800000003,1.97,3.7,39.0,"MotiNagar,NewDelhi,India"
3949,Paramjeet Machi Wala,"Seafood,NorthIndian",New Delhi,"Moti Nagar, New Delhi",India,77.1396116,28.6562368,9.19,3.6,99.0,"MotiNagar,NewDelhi,India"
3950,Rajan Corner,SouthIndian,New Delhi,"Moti Nagar, New Delhi",India,77.1414608,28.6587838,5.25,3.6,20.0,"MotiNagar,NewDelhi,India"
3951,34 Parkstreet Lane,FastFood,New Delhi,"Mukherjee Nagar, New Delhi",India,77.2152884,28.7112918,2.63,2.9,4.0,"MukherjeeNagar,NewDelhi,India"
3952,Bhikaram Bhujawala,Mithai,New Delhi,"Mukherjee Nagar, New Delhi",India,77.2086741,28.7006026,1.31,3.0,5.0,"MukherjeeNagar,NewDelhi,India"
3953,Chawla The Pastry Palace,Bakery,New Delhi,"Mukherjee Nagar, New Delhi",India,77.2190493,28.7094307,2.63,2.9,5.0,"MukherjeeNagar,NewDelhi,India"
3954,Food Box,FastFood,New Delhi,"Mukherjee Nagar, New Delhi",India,77.2121775,28.7064006,3.94,3.0,4.0,"MukherjeeNagar,NewDelhi,India"
3955,Foody Box,"NorthIndian,Chinese",New Delhi,"Mukherjee Nagar, New Delhi",India,77.21376109999999,28.70477557,3.94,3.1,8.0,"MukherjeeNagar,NewDelhi,India"
3956,Giani,"IceCream,Desserts",New Delhi,"Mukherjee Nagar, New Delhi",India,77.20813509999998,28.699566,3.94,3.1,9.0,"MukherjeeNagar,NewDelhi,India"
3957,Green Chick Chop,"RawMeats,NorthIndian,FastFood",New Delhi,"Mukherjee Nagar, New Delhi",India,77.2160401,28.7117849,4.6,3.1,14.0,"MukherjeeNagar,NewDelhi,India"
3958,Heaven's Shawarma,Lebanese,New Delhi,"Mukherjee Nagar, New Delhi",India,77.18997167293324,28.61648441793129,2.63,3.0,6.0,"MukherjeeNagar,NewDelhi,India"
3959,Hyderabad Spl. Chicken Biryani Point,Mughlai,New Delhi,"Mukherjee Nagar, New Delhi",India,77.2151578,28.7105973,4.6,3.0,4.0,"MukherjeeNagar,NewDelhi,India"
3960,Keshar,"NorthIndian,SouthIndian,Chinese",New Delhi,"Mukherjee Nagar, New Delhi",India,77.21182409999999,28.7102543,5.25,3.0,4.0,"MukherjeeNagar,NewDelhi,India"
3961,Madras Cafe,"SouthIndian,Chinese",New Delhi,"Mukherjee Nagar, New Delhi",India,77.2083401,28.6995605,5.91,2.7,11.0,"MukherjeeNagar,NewDelhi,India"
3962,Milan Chole Bhature,StreetFood,New Delhi,"Mukherjee Nagar, New Delhi",India,77.215591,28.7129957,1.31,3.1,12.0,"MukherjeeNagar,NewDelhi,India"
3963,New Laxmi Sweets,"SouthIndian,Chinese,FastFood,Mithai",New Delhi,"Mukherjee Nagar, New Delhi",India,77.2146979,28.7110956,2.63,2.8,11.0,"MukherjeeNagar,NewDelhi,India"
3964,Pasta Hub,FastFood,New Delhi,"Mukherjee Nagar, New Delhi",India,77.2156863,28.7123548,3.28,3.1,7.0,"MukherjeeNagar,NewDelhi,India"
3965,Patna Roll Center,FastFood,New Delhi,"Mukherjee Nagar, New Delhi",India,77.2151419,28.7111617,2.63,3.1,10.0,"MukherjeeNagar,NewDelhi,India"
3966,Refuel,Beverages,New Delhi,"Mukherjee Nagar, New Delhi",India,77.2123452,28.7064044,1.97,3.1,6.0,"MukherjeeNagar,NewDelhi,India"
3967,Saara Veg,"NorthIndian,Chinese",New Delhi,"Mukherjee Nagar, New Delhi",India,77.2163058,28.711587800000004,5.25,3.0,4.0,"MukherjeeNagar,NewDelhi,India"
3968,SGF - Spice Grill Flame,"NorthIndian,Chinese",New Delhi,"Mukherjee Nagar, New Delhi",India,77.2077758,28.710367699999995,6.57,3.1,8.0,"MukherjeeNagar,NewDelhi,India"
3969,Shivam Corner,NorthIndian,New Delhi,"Mukherjee Nagar, New Delhi",India,77.21445240000001,28.7108844,1.31,3.0,14.0,"MukherjeeNagar,NewDelhi,India"
3970,Swad Mubarak,NorthIndian,New Delhi,"Mukherjee Nagar, New Delhi",India,77.21554609999998,28.7125884,2.63,3.0,11.0,"MukherjeeNagar,NewDelhi,India"
3971,The Little Fork,"Chinese,NorthIndian",New Delhi,"Mukherjee Nagar, New Delhi",India,77.2162337,28.7135608,9.19,3.1,5.0,"MukherjeeNagar,NewDelhi,India"
3972,The Metro Fast Food,Chinese,New Delhi,"Mukherjee Nagar, New Delhi",India,77.2137944,28.7091523,3.28,2.6,6.0,"MukherjeeNagar,NewDelhi,India"
3973,Tibet Kujing,"Chinese,Tibetan",New Delhi,"Mukherjee Nagar, New Delhi",India,77.2120877,28.7054069,5.25,2.9,11.0,"MukherjeeNagar,NewDelhi,India"
3974,Yummy Adda,"NorthIndian,Mughlai",New Delhi,"Mukherjee Nagar, New Delhi",India,77.21613,28.7120622,5.25,3.5,14.0,"MukherjeeNagar,NewDelhi,India"
3975,Asli Alam Muradabadi Biryani Centre,Biryani,New Delhi,"Munirka, New Delhi",India,77.17154029999998,28.5581521,3.28,2.8,22.0,"Munirka,NewDelhi,India"
3976,Cafe Rasoi,NorthIndian,New Delhi,"Munirka, New Delhi",India,77.1713073,28.5589002,4.6,3.2,11.0,"Munirka,NewDelhi,India"
3977,Chinese Food,"FastFood,StreetFood,Chinese",New Delhi,"Munirka, New Delhi",India,77.1742101,28.5568282,3.28,2.9,8.0,"Munirka,NewDelhi,India"
3978,Green Chick Chop,"RawMeats,NorthIndian,FastFood",New Delhi,"Munirka, New Delhi",India,77.17507990000001,28.5554352,4.6,2.9,10.0,"Munirka,NewDelhi,India"
3979,Hasty Tasty,"Chinese,FastFood",New Delhi,"Munirka, New Delhi",India,77.1759375,28.5550108,5.25,3.3,86.0,"Munirka,NewDelhi,India"
3980,Hunter's Kitchen,"NorthEastern,NorthIndian",New Delhi,"Munirka, New Delhi",India,77.171471,28.558194399999994,13.13,3.0,6.0,"Munirka,NewDelhi,India"
3981,Manahang Restaurant,"Chinese,NorthIndian",New Delhi,"Munirka, New Delhi",India,77.1710298,28.556932300000003,6.57,3.2,12.0,"Munirka,NewDelhi,India"
3982,Mezbaan Restaurant,"NorthIndian,Mughlai,Chinese",New Delhi,"Munirka, New Delhi",India,77.17442940000002,28.5557779,7.88,3.4,135.0,"Munirka,NewDelhi,India"
3983,Moon Light Sweets,"Mithai,StreetFood",New Delhi,"Munirka, New Delhi",India,77.173877,28.551484,2.63,3.3,16.0,"Munirka,NewDelhi,India"
3984,North East Castle,Cafe,New Delhi,"Munirka, New Delhi",India,77.17593620000002,28.5550022,6.57,2.9,4.0,"Munirka,NewDelhi,India"
3985,Pizza Point,"FastFood,Pizza",New Delhi,"Munirka, New Delhi",India,77.17201429999999,28.556519,4.6,2.9,10.0,"Munirka,NewDelhi,India"
3986,Roll Point,FastFood,New Delhi,"Munirka, New Delhi",India,77.1716444,28.5568582,2.63,2.8,7.0,"Munirka,NewDelhi,India"
3987,Sanjha Tandoor,"NorthIndian,Mughlai",New Delhi,"Munirka, New Delhi",India,77.1760003,28.554897,9.19,2.8,17.0,"Munirka,NewDelhi,India"
3988,Sayyam,Chinese,New Delhi,"Munirka, New Delhi",India,77.1719392,28.5563417,3.28,2.7,16.0,"Munirka,NewDelhi,India"
3989,Shiv Bhojnalaya,"SouthIndian,NorthIndian,FastFood",New Delhi,"Munirka, New Delhi",India,77.1741505,28.5568492,3.28,2.8,12.0,"Munirka,NewDelhi,India"
3990,Subway,"American,FastFood,Salad,HealthyFood",New Delhi,"Munirka, New Delhi",India,77.1707693,28.5586338,6.57,3.4,78.0,"Munirka,NewDelhi,India"
3991,Take Away,Chinese,New Delhi,"Munirka, New Delhi",India,77.17172149999998,28.556875,5.25,2.9,20.0,"Munirka,NewDelhi,India"
3992,Vedanta's,"NorthIndian,Chinese",New Delhi,"Munirka, New Delhi",India,77.1718939,28.5563192,8.54,2.7,66.0,"Munirka,NewDelhi,India"
3993,Asian Chopstick,"Chinese,Thai",New Delhi,"Munirka, New Delhi",India,77.16861309999999,28.553128000000005,5.25,3.5,27.0,"Munirka,NewDelhi,India"
3994,Chinese Delights,"Chinese,NorthIndian",New Delhi,"Munirka, New Delhi",India,77.175016,28.5556707,5.25,3.5,21.0,"Munirka,NewDelhi,India"
3995,Dezertfox,"Bakery,Desserts",New Delhi,"Munirka, New Delhi",India,77.16827909999998,28.5532273,7.22,3.7,21.0,"Munirka,NewDelhi,India"
3996,Anupam Restaurant,"NorthIndian,Chinese",New Delhi,"Munirka, New Delhi",India,77.1732311,28.558154700000006,6.57,2.3,32.0,"Munirka,NewDelhi,India"
3997,Bobby Di Punjabi Rasoi,NorthIndian,New Delhi,"Najafgarh, New Delhi",India,76.98574620000002,28.6134511,1.97,2.9,4.0,"Najafgarh,NewDelhi,India"
3998,Agarwal Sweets,Mithai,New Delhi,"Naraina, New Delhi",India,77.13847940000002,28.6321812,1.97,3.0,8.0,"Naraina,NewDelhi,India"
3999,Aurangzeb Rd,"NorthIndian,Mughlai",New Delhi,"Naraina, New Delhi",India,77.136724,28.6282528,6.57,3.4,23.0,"Naraina,NewDelhi,India"
4000,Bengali Sweet Corner,"SouthIndian,StreetFood,Desserts",New Delhi,"Naraina, New Delhi",India,77.13843229999998,28.6324507,2.63,3.0,7.0,"Naraina,NewDelhi,India"
4001,Cafe Coffee Day,Cafe,New Delhi,"Naraina, New Delhi",India,77.1367966,28.6287097,5.91,2.6,23.0,"Naraina,NewDelhi,India"
4002,Chinese K. Food,Chinese,New Delhi,"Naraina, New Delhi",India,77.1462701,28.6276292,3.94,2.9,4.0,"Naraina,NewDelhi,India"
4003,Chocowell,"Desserts,Bakery",New Delhi,"Naraina, New Delhi",India,77.137174,28.628999,1.97,3.2,15.0,"Naraina,NewDelhi,India"
4004,Choice,"SouthIndian,NorthIndian",New Delhi,"Naraina, New Delhi",India,77.13416509999998,28.6256939,6.57,3.0,4.0,"Naraina,NewDelhi,India"
4005,Desi Street,"NorthIndian,SouthIndian,Chinese",New Delhi,"Naraina, New Delhi",India,77.1354441,28.6233571,4.6,3.1,13.0,"Naraina,NewDelhi,India"
4006,Enigma Lounge,"Chinese,NorthIndian",New Delhi,"Naraina, New Delhi",India,77.1384175,28.6309493,9.85,2.8,8.0,"Naraina,NewDelhi,India"
4007,Flavors Of London,"Desserts,IceCream,FastFood",New Delhi,"Naraina, New Delhi",India,77.1380897,28.6199849,2.63,3.0,7.0,"Naraina,NewDelhi,India"
4008,Frontier,Bakery,New Delhi,"Naraina, New Delhi",India,77.137511,28.6298959,2.63,3.0,4.0,"Naraina,NewDelhi,India"
4009,Green Chick Chop,"RawMeats,NorthIndian,FastFood",New Delhi,"Naraina, New Delhi",India,77.13855670000002,28.631853000000003,4.6,3.2,16.0,"Naraina,NewDelhi,India"
4010,Hot House Grill,FastFood,New Delhi,"Naraina, New Delhi",India,77.1556191,28.6238474,3.94,3.2,10.0,"Naraina,NewDelhi,India"
4011,Kanshi Ram Chole Kulche Wala,StreetFood,New Delhi,"Naraina, New Delhi",India,77.1559168,28.6242844,1.97,3.4,13.0,"Naraina,NewDelhi,India"
4012,Kents Fast Food,"NorthIndian,Chinese,FastFood",New Delhi,"Naraina, New Delhi",India,77.1381832,28.6327034,11.82,2.8,12.0,"Naraina,NewDelhi,India"
4013,Paharia Meat & Chicken Shop,NorthIndian,New Delhi,"Naraina, New Delhi",India,77.1468968,28.6314816,3.28,2.8,12.0,"Naraina,NewDelhi,India"
4014,Palji Corner,NorthIndian,New Delhi,"Naraina, New Delhi",India,77.148368,28.6323154,1.97,3.3,30.0,"Naraina,NewDelhi,India"
4015,Paratha Hi Paratha,NorthIndian,New Delhi,"Naraina, New Delhi",India,77.1365287,28.6203669,1.31,3.1,10.0,"Naraina,NewDelhi,India"
4016,Picasso Roof Top,"Continental,European,NorthIndian",New Delhi,"Naraina, New Delhi",India,77.1354417,28.626862300000006,14.45,3.1,15.0,"Naraina,NewDelhi,India"
4017,RK Dosa,SouthIndian,New Delhi,"Naraina, New Delhi",India,77.1451395,28.6285958,1.97,2.8,12.0,"Naraina,NewDelhi,India"
4018,Sandoz,"Chinese,NorthIndian",New Delhi,"Naraina, New Delhi",India,77.1371626,28.6291147,7.88,2.6,32.0,"Naraina,NewDelhi,India"
4019,Sardar Ji,"NorthIndian,Mughlai",New Delhi,"Naraina, New Delhi",India,77.18997167293324,28.61648441793129,1.58,3.0,7.0,"Naraina,NewDelhi,India"
4020,Satkar Fast Food,NorthIndian,New Delhi,"Naraina, New Delhi",India,77.14627540000002,28.6276237,2.63,2.8,20.0,"Naraina,NewDelhi,India"
4021,Sweetheart Cupcakes,Desserts,New Delhi,"Naraina, New Delhi",India,77.18997167293324,28.61648441793129,1.97,3.1,21.0,"Naraina,NewDelhi,India"
4022,The Earthen Grill,"NorthIndian,Mughlai,Awadhi",New Delhi,"Naraina, New Delhi",India,77.15564520000002,28.6238747,4.6,3.2,14.0,"Naraina,NewDelhi,India"
4023,Twenty Four Seven,"FastFood,NorthIndian",New Delhi,"Naraina, New Delhi",India,77.1375944,28.629988800000003,3.94,2.8,14.0,"Naraina,NewDelhi,India"
4024,Al Bake,"NorthIndian,Mughlai",New Delhi,"Nehru Place, New Delhi",India,77.252055,28.5489159,5.25,2.7,38.0,"NehruPlace,NewDelhi,India"
4025,Americana Kitchen and Bar,"American,TexMex,Italian,Mexican,NorthIndian",New Delhi,"Nehru Place, New Delhi",India,77.25097740000002,28.5501583,24.95,2.8,105.0,"NehruPlace,NewDelhi,India"
4026,Bawa Snacks Corner,NorthIndian,New Delhi,"Nehru Place, New Delhi",India,77.25411820000002,28.548633,1.97,2.8,11.0,"NehruPlace,NewDelhi,India"
4027,Bhimsain's Bengali Sweet House,"Mithai,NorthIndian,StreetFood,Chinese,SouthIndian,Indian",New Delhi,"Nehru Place, New Delhi",India,77.2515162,28.5478786,5.91,2.9,4.0,"NehruPlace,NewDelhi,India"
4028,Cafe Coffee Day,Cafe,New Delhi,"Nehru Place, New Delhi",India,77.25313259999999,28.5490183,5.91,3.1,13.0,"NehruPlace,NewDelhi,India"
4029,Cafe Coffee Day,Cafe,New Delhi,"Nehru Place, New Delhi",India,77.2507978,28.549693,5.91,3.0,38.0,"NehruPlace,NewDelhi,India"
4030,Dolce Gelato,"IceCream,Beverages,FastFood",New Delhi,"Nehru Place, New Delhi",India,77.2524142,28.547874199999995,3.94,3.2,9.0,"NehruPlace,NewDelhi,India"
4031,Domino's Pizza,"Pizza,FastFood",New Delhi,"Nehru Place, New Delhi",India,77.25106720000002,28.5501668,9.19,3.0,71.0,"NehruPlace,NewDelhi,India"
4032,Gopala,"NorthIndian,StreetFood",New Delhi,"Nehru Place, New Delhi",India,77.2523434,28.5484867,1.97,3.0,12.0,"NehruPlace,NewDelhi,India"
4033,New Punjabi Khana,NorthIndian,New Delhi,"Nehru Place, New Delhi",India,77.25285550000002,28.5486641,2.63,3.1,8.0,"NehruPlace,NewDelhi,India"
4034,New Vishal Corner,"NorthIndian,StreetFood,FastFood",New Delhi,"Nehru Place, New Delhi",India,77.252055,28.5482884,3.28,3.1,14.0,"NehruPlace,NewDelhi,India"
4035,Punjabi Khana,NorthIndian,New Delhi,"Nehru Place, New Delhi",India,77.25313259999999,28.5492872,2.63,3.2,14.0,"NehruPlace,NewDelhi,India"
4036,Rajshree,"SouthIndian,Chinese",New Delhi,"Nehru Place, New Delhi",India,77.25094729999998,28.549112800000003,3.28,3.1,11.0,"NehruPlace,NewDelhi,India"
4037,Snack Junction,"NorthIndian,Chinese",New Delhi,"Nehru Place, New Delhi",India,77.2522346,28.5485744,3.28,3.0,27.0,"NehruPlace,NewDelhi,India"
4038,Sona,"NorthIndian,SouthIndian,FastFood",New Delhi,"Nehru Place, New Delhi",India,77.25160600000002,28.5483354,5.25,3.4,29.0,"NehruPlace,NewDelhi,India"
4039,Southy,SouthIndian,New Delhi,"Nehru Place, New Delhi",India,77.250474,28.549901,5.91,2.5,94.0,"NehruPlace,NewDelhi,India"
4040,The First Floor,"NorthIndian,Chinese",New Delhi,"Nehru Place, New Delhi",India,77.25268359999998,28.5487963,13.13,3.1,14.0,"NehruPlace,NewDelhi,India"
4041,Hype,"FingerFood,Italian,MiddleEastern",New Delhi,"Nehru Place, New Delhi",India,77.24989980000002,28.5498766,61.72,3.7,142.0,"NehruPlace,NewDelhi,India"
4042,McDonald's,"FastFood,Burger",New Delhi,"Nehru Place, New Delhi",India,77.25115699999998,28.5501754,6.57,3.7,177.0,"NehruPlace,NewDelhi,India"
4043,New Punjabi Khana,NorthIndian,New Delhi,"Nehru Place, New Delhi",India,77.25070799999997,28.5490569,2.63,3.9,104.0,"NehruPlace,NewDelhi,India"
4044,Pizza Hut Delivery,"Italian,Pizza,FastFood",New Delhi,"Nehru Place, New Delhi",India,77.25106720000002,28.5498979,10.51,3.6,103.0,"NehruPlace,NewDelhi,India"
4045,Shree Rathnam,"SouthIndian,NorthIndian,Chinese",New Delhi,"Nehru Place, New Delhi",India,77.2511424,28.549097600000003,10.51,3.6,58.0,"NehruPlace,NewDelhi,India"
4046,Subway,"American,FastFood,Salad,HealthyFood",New Delhi,"Nehru Place, New Delhi",India,77.25115699999998,28.5501754,6.57,3.6,142.0,"NehruPlace,NewDelhi,India"
4047,Pind Balluchi,"NorthIndian,Mughlai",New Delhi,"Nehru Place, New Delhi",India,77.25133659999999,28.549027,13.13,2.4,184.0,"NehruPlace,NewDelhi,India"
4048,Oh! Calcutta,"Bengali,Seafood",New Delhi,"Nehru Place, New Delhi",India,77.2506182,28.5501242,18.39,4.4,1293.0,"NehruPlace,NewDelhi,India"
4049,Alcoholic Lounge & Bar,FingerFood,New Delhi,"Netaji Subhash Place, New Delhi",India,77.1483815,28.691688800000005,23.64,2.8,21.0,"NetajiSubhashPlace,NewDelhi,India"
4050,Baljeet's Amritsari Koolcha,NorthIndian,New Delhi,"Netaji Subhash Place, New Delhi",India,77.14962829999997,28.693387,3.94,3.1,110.0,"NetajiSubhashPlace,NewDelhi,India"
4051,Bikanervala,"NorthIndian,SouthIndian,FastFood,StreetFood,Chinese,Beverages,Desserts,Mithai",New Delhi,"Netaji Subhash Place, New Delhi",India,77.152022,28.6912959,7.22,3.4,89.0,"NetajiSubhashPlace,NewDelhi,India"
4052,Cafe Coffee Day,Cafe,New Delhi,"Netaji Subhash Place, New Delhi",India,77.1528753,28.6926578,5.91,3.3,32.0,"NetajiSubhashPlace,NewDelhi,India"
4053,Chicago Pizza,"FastFood,Italian,Pizza",New Delhi,"Netaji Subhash Place, New Delhi",India,77.14972970000002,28.6937883,6.57,3.4,42.0,"NetajiSubhashPlace,NewDelhi,India"
4054,Cocoberry,Desserts,New Delhi,"Netaji Subhash Place, New Delhi",India,77.1499993,28.693635200000006,3.94,3.3,32.0,"NetajiSubhashPlace,NewDelhi,India"
4055,Dilli Chaap Wale,"NorthIndian,FastFood",New Delhi,"Netaji Subhash Place, New Delhi",India,77.1499993,28.6937247,5.91,3.4,24.0,"NetajiSubhashPlace,NewDelhi,India"
4056,Dips,"SouthIndian,Chinese",New Delhi,"Netaji Subhash Place, New Delhi",India,77.1499094,28.693716100000003,3.94,2.8,23.0,"NetajiSubhashPlace,NewDelhi,India"
4057,Domino's Pizza,"Pizza,FastFood",New Delhi,"Netaji Subhash Place, New Delhi",India,77.1506285,28.6936956,9.19,3.4,85.0,"NetajiSubhashPlace,NewDelhi,India"
4058,Gullu's,"NorthIndian,Mughlai",New Delhi,"Netaji Subhash Place, New Delhi",India,77.15224620000002,28.6913437,7.22,2.9,45.0,"NetajiSubhashPlace,NewDelhi,India"
4059,Hashtag Foods,"FastFood,Beverages",New Delhi,"Netaji Subhash Place, New Delhi",India,77.1493702,28.6933956,3.94,3.4,80.0,"NetajiSubhashPlace,NewDelhi,India"
4060,Mini Meals,"NorthIndian,SouthIndian,FastFood",New Delhi,"Netaji Subhash Place, New Delhi",India,77.14972970000002,28.6938779,3.94,2.7,66.0,"NetajiSubhashPlace,NewDelhi,India"
4061,No Name - Taste Hi Kaafi Hai,"Burger,FastFood",New Delhi,"Netaji Subhash Place, New Delhi",India,77.1499993,28.6940829,5.25,3.2,31.0,"NetajiSubhashPlace,NewDelhi,India"
4062,Pind Balluchi,"NorthIndian,Mughlai",New Delhi,"Netaji Subhash Place, New Delhi",India,77.150756,28.6934012,13.13,2.7,261.0,"NetajiSubhashPlace,NewDelhi,India"
4063,Pizza Hut,"Italian,Pizza,FastFood",New Delhi,"Netaji Subhash Place, New Delhi",India,77.14963979999997,28.694137899999994,13.13,3.3,211.0,"NetajiSubhashPlace,NewDelhi,India"
4064,Raj Bhature wala,"NorthIndian,FastFood,Chinese",New Delhi,"Netaji Subhash Place, New Delhi",India,77.14972970000002,28.6937883,4.6,3.4,84.0,"NetajiSubhashPlace,NewDelhi,India"
4065,Rolls Tiger,FastFood,New Delhi,"Netaji Subhash Place, New Delhi",India,77.1512576,28.6933978,5.91,3.4,49.0,"NetajiSubhashPlace,NewDelhi,India"
4066,SGF - Spice Grill Flame,"NorthIndian,Chinese",New Delhi,"Netaji Subhash Place, New Delhi",India,77.14946009999998,28.6934043,6.57,3.4,80.0,"NetajiSubhashPlace,NewDelhi,India"
4067,Smoksha Cafe and Lounge,"Cafe,Chinese",New Delhi,"Netaji Subhash Place, New Delhi",India,77.14954990000003,28.6941293,7.88,3.4,60.0,"NetajiSubhashPlace,NewDelhi,India"
4068,Subway,"American,FastFood,Salad,HealthyFood",New Delhi,"Netaji Subhash Place, New Delhi",India,77.1519316,28.6953879,6.57,3.4,131.0,"NetajiSubhashPlace,NewDelhi,India"
4069,Sura Vie,"NorthIndian,Italian,Chinese,Thai",New Delhi,"Netaji Subhash Place, New Delhi",India,77.15013409999997,28.6937824,18.39,3.4,391.0,"NetajiSubhashPlace,NewDelhi,India"
4070,Billu's Hut,"FastFood,Chinese",New Delhi,"Netaji Subhash Place, New Delhi",India,77.14963979999997,28.6936006,4.6,3.9,813.0,"NetajiSubhashPlace,NewDelhi,India"
4071,BTW,StreetFood,New Delhi,"Netaji Subhash Place, New Delhi",India,77.1499094,28.693716100000003,2.63,3.7,459.0,"NetajiSubhashPlace,NewDelhi,India"
4072,Burger King,"Burger,FastFood",New Delhi,"Netaji Subhash Place, New Delhi",India,77.151707,28.6930828,6.57,3.6,426.0,"NetajiSubhashPlace,NewDelhi,India"
4073,Cafe Coffee Day,Cafe,New Delhi,"Netaji Subhash Place, New Delhi",India,77.1511677,28.6934788,5.91,3.5,50.0,"NetajiSubhashPlace,NewDelhi,India"
4074,Chills 'n' Grills,"FastFood,Chinese",New Delhi,"Netaji Subhash Place, New Delhi",India,77.1499094,28.693716100000003,4.6,3.6,69.0,"NetajiSubhashPlace,NewDelhi,India"
4075,Fusion N Food,FastFood,New Delhi,"Netaji Subhash Place, New Delhi",India,77.1518301,28.6927106,3.94,3.8,22.0,"NetajiSubhashPlace,NewDelhi,India"
4076,Giani,"IceCream,Desserts",New Delhi,"Netaji Subhash Place, New Delhi",India,77.1499993,28.693635200000006,5.25,3.6,87.0,"NetajiSubhashPlace,NewDelhi,India"
4077,Hot Spot,"FastFood,NorthIndian,Beverages",New Delhi,"Netaji Subhash Place, New Delhi",India,77.14963979999997,28.6937797,5.25,3.8,201.0,"NetajiSubhashPlace,NewDelhi,India"
4078,La Americana,"FastFood,Burger",New Delhi,"Netaji Subhash Place, New Delhi",India,77.1516171,28.6931637,5.91,3.6,139.0,"NetajiSubhashPlace,NewDelhi,India"
