,Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two ($USD),Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country,Total Cuisines Variety
2381,8340,Nathu's Pastry Shop,1,New Delhi,"12 & 13, Bengali Market, Barakhamba Road, New Delhi",Barakhamba Road,"Barakhamba Road, New Delhi",77.2320661,28.6291468,"Bakery, Desserts, Fast Food",3.94,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,120.0,India,3
2382,18249122,Habibi Express,1,New Delhi,"47-48, Bengali Market, Barakhamba Road, New Delhi",Barakhamba Road,"Barakhamba Road, New Delhi",77.232182,28.6291992,"Lebanese, Arabian, Moroccan",9.85,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,55.0,India,3
2383,7354,Cafe Coffee Day,1,New Delhi,"14-A, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16410805,28.55860308,Cafe,5.91,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,49.0,India,1
2384,9267,China Town,1,New Delhi,"Basant Lok Market, Opposite Modern Bazar, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16399444,28.55882222,"Chinese, Fast Food",5.25,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,7.0,India,2
2385,7352,Domino's Pizza,1,New Delhi,"6, Basant Lok Market, Priya Cinema Complex, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16454592,28.55759742,"Pizza, Fast Food",9.19,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,90.0,India,2
2386,304211,High Street Kitchen & Bar,1,New Delhi,"32, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16416739,28.55803178,North Indian,15.76,Indian Rupees(Rs.),Yes,No,No,No,3,2.9,Orange,Average,11.0,India,1
2387,262,Pizza Hut,1,New Delhi,"41, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16408022,28.55750937,"Italian, Pizza, Fast Food",13.13,Indian Rupees(Rs.),No,Yes,No,No,3,3.1,Orange,Average,161.0,India,3
2388,4621,Sugar & Spice - Le Marche,1,New Delhi,"58, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16383245,28.55735771,"Bakery, Fast Food",10.51,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,67.0,India,2
2389,2134,The Kathis,1,New Delhi,"3, PVR Priya, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16335401,28.55749052,"Fast Food, North Indian",3.94,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,23.0,India,2
2390,303472,The Kylin Experience,1,New Delhi,"24, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16345278,28.55915278,"Japanese, Chinese, Malaysian, Thai, Vietnamese",22.33,Indian Rupees(Rs.),No,Yes,No,No,3,3.3,Orange,Average,60.0,India,5
2391,758,Arabian Nites,1,New Delhi,"59, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16421165,28.55731442,Lebanese,5.91,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,239.0,India,1
2392,7217,Asia Kitchen,1,New Delhi,"15-A, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16395449,28.55894144,"Chinese, Thai, North Indian",17.07,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,137.0,India,3
2393,307054,Dunkin' Donuts,1,New Delhi,"Priya Complex, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16427334,28.55739275,"Burger, Desserts, Fast Food",7.88,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,212.0,India,3
2394,771,Krips Restaurant,1,New Delhi,"59, Community Centre, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16388777,28.55720016,"North Indian, Chinese",13.13,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,193.0,India,2
2395,171,McDonald's,1,New Delhi,"Community Centre, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16365643,28.5574864,"Fast Food, Burger",6.57,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,202.0,India,2
2396,304675,Yo! China,1,New Delhi,"46, 1st Floor, Priya Cinema Complex, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16364905,28.55722872,Chinese,17.07,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,332.0,India,1
2397,3269,RPM,1,New Delhi,"40, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16416772,28.55756561,Finger Food,23.64,Indian Rupees(Rs.),Yes,No,No,No,3,2.4,Red,Poor,92.0,India,1
2398,3935,By The Way - Bellagio,1,New Delhi,"13 & 14, Ground Floor and Mezzanine Floor, Community Center, Ashok Vihar Phase 2, New Delhi","Bellagio, Ashok Vihar Phase 2","Bellagio, Ashok Vihar Phase 2, New Delhi",77.1799244,28.6963277,"Italian, Continental",13.13,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.9,Orange,Average,120.0,India,2
2399,4166,Red - Bellagio,1,New Delhi,"13-14, 2nd Floor, Community Center, Ashok Vihar Phase 2, New Delhi","Bellagio, Ashok Vihar Phase 2","Bellagio, Ashok Vihar Phase 2, New Delhi",77.1800463,28.6962508,Chinese,19.7,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average,137.0,India,1
2400,3936,Soul Curry - Bellagio,1,New Delhi,"13 & 14, 1st Floor, Community Center, Ashok Vihar Phase 2, New Delhi","Bellagio, Ashok Vihar Phase 2","Bellagio, Ashok Vihar Phase 2, New Delhi",77.1799244,28.6963277,"North Indian, Mughlai",14.45,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,158.0,India,2
2401,5227,Alpha 63,1,New Delhi,"Best Western Taurus, IGI Airport Road, NH 8, Mahipalpur, New Delhi","Best Western Taurus Hotel, Mahipalpur","Best Western Taurus Hotel, Mahipalpur, New Delhi",77.12716850000001,28.5488265,"North Indian, Chinese, Continental",19.7,Indian Rupees(Rs.),Yes,No,No,No,3,2.7,Orange,Average,9.0,India,3
2402,1862,Bite-N-Sip,1,New Delhi,"6, UG-58 & 59, Ansal Chamber 2, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Bhikaji Cama Place, New Delhi",77.18846020000001,28.5677783,"North Indian, Street Food",3.94,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,38.0,India,2
2403,819,Lotus Garden,1,New Delhi,"SF-9, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Bhikaji Cama Place, New Delhi",77.1870054,28.5692067,"Chinese, Japanese, Thai",26.26,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average,59.0,India,3
2404,2236,Meethas Sweets,1,New Delhi,"6, UG62, Ansal Chamber 2, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Bhikaji Cama Place, New Delhi",77.1882805,28.568209200000002,"Mithai, North Indian",2.63,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,4.0,India,2
2405,4150,Nirula's,1,New Delhi,"Saran Motors, HP Petrol Pump, Near Muhammadpur, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Bhikaji Cama Place, New Delhi",77.18884371,28.56747782,"Fast Food, North Indian, Desserts, Ice Cream",14.45,Indian Rupees(Rs.),No,Yes,No,No,3,2.5,Orange,Average,98.0,India,4
2406,6394,Punjabi Tadka,1,New Delhi,"6, UG-64, Ansal Chamber 2, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Bhikaji Cama Place, New Delhi",77.1883704,28.5680386,North Indian,3.28,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,11.0,India,1
2407,1867,Snack Bar,1,New Delhi,"9, UG-65 & 66, Somdutt Chamber 2, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Bhikaji Cama Place, New Delhi",77.1872056,28.5682072,"North Indian, Mughlai",3.28,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,11.0,India,2
2408,2608,South Indian Food,1,New Delhi,"6, UG-9, Ansal Chamber II, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Bhikaji Cama Place, New Delhi",77.1884696,28.567558000000002,South Indian,1.97,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,14.0,India,1
2409,8388,Domino's Pizza,1,New Delhi,"30, 31, & 32, Upper Ground Floor, Ansal Chambers-1, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Bhikaji Cama Place, New Delhi",77.18894932,28.56902165,"Pizza, Fast Food",9.19,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,71.0,India,2
2410,3465,Southy,1,New Delhi,"UG-60, Ansal Chamber 2, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Bhikaji Cama Place, New Delhi",77.18844105,28.56823664,South Indian,5.25,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor,33.0,India,1
2411,823,Al Kuresh,1,New Delhi,"7, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1918744,28.584146399999998,"Chinese, North Indian",11.16,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,85.0,India,2
2412,18421499,Angan Bakery & Cafe,1,New Delhi,"Yashwant Palace Market, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.191515,28.5850979,"Bakery, Italian, Fast Food, Chinese, Continental",7.88,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,10.0,India,5
2413,846,Bamboo Chopstix,1,New Delhi,"21, Yashwant Place, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1916048,28.5842999,"Chinese, North Indian",9.19,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,8.0,India,2
2414,816,Bawarchis,1,New Delhi,"25, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1915599,28.584250800000003,"Chinese, North Indian",9.19,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,16.0,India,2
2415,4055,Bikanervala,1,New Delhi,"Satya Marg, Yashwant Place Market, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1912454,28.5851618,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",5.91,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,113.0,India,8
2416,18312487,Cafe Coffee Day,1,New Delhi,"1st Floor, BPCL Petrol Pump, Opposite Chanakyapuri Cinema, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.19097590000001,28.5834333,Cafe,5.91,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4.0,India,1
2417,1630,Chanakya Bar-Be-Que,1,New Delhi,"27, Yashwant Place Market, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1914283,28.584360800000002,"Chinese, North Indian",10.51,Indian Rupees(Rs.),Yes,No,No,No,2,3.2,Orange,Average,17.0,India,2
2418,308261,Chattisgarh Bhawan,1,New Delhi,"7, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1863937,28.6043227,"North Indian, South Indian",5.91,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,33.0,India,2
2419,2587,Chimney,1,New Delhi,"26, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1916048,28.5843895,Chinese,10.51,Indian Rupees(Rs.),Yes,No,No,No,2,2.9,Orange,Average,66.0,India,1
2420,849,China Town Sizzlers,1,New Delhi,"V-15, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1915599,28.584250800000003,Chinese,10.51,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,34.0,India,1
2421,848,Chinese Bite,1,New Delhi,"12 & 13, Food Plaza, Yashwant Place, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1917436,28.584292699999995,"Chinese, North Indian, Seafood",9.19,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,31.0,India,3
2422,852,Chinese Garden,1,New Delhi,"S14, Yashwant Place, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.191558,28.5843202,Chinese,11.82,Indian Rupees(Rs.),Yes,No,No,No,2,3.2,Orange,Average,17.0,India,1
2423,312194,Costa Coffee,1,New Delhi,"Shantipath, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1683666,28.595299199999996,Cafe,7.88,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,4.0,India,1
2424,7643,Food Point,1,New Delhi,"50, Malcha Market, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1867082,28.602426300000005,Fast Food,2.63,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,5.0,India,1
2425,3238,Ikko,1,New Delhi,"6/48, Malcha Marg Shopping Centre, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1860137,28.6021467,"North Indian, Mughlai",21.67,Indian Rupees(Rs.),Yes,No,No,No,3,2.9,Orange,Average,10.0,India,2
2426,18396184,Jammu And Kashmir House,1,New Delhi,"9, Kautilya Marg, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1969056,28.599861199999996,"Kashmiri, North Indian",6.57,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,4.0,India,2
2427,847,Laguna,1,New Delhi,"18, Yashwant Place, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1916947,28.584308500000002,"Chinese, North Indian",11.82,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,60.0,India,2
2428,7575,Momo Point,1,New Delhi,"2, Yashwant Place Market, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1917845,28.584137899999995,"Chinese, North Indian",9.19,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,14.0,India,2
2429,850,New Zaika,1,New Delhi,"12 & 13, Food Plaza, Yashwant Place, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1917845,28.584137899999995,"Chinese, North Indian",9.19,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,10.0,India,2
2430,311856,Organic Express,1,New Delhi,"Delhi Organic Farmers Market, Palika Services Officers Institute, Vinay Marg, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1933486,28.5867665,"Cafe, Healthy Food, North Indian",9.19,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,7.0,India,3
2431,851,Tamil Nadu House Canteen,1,New Delhi,"Opposite Chanakya Theatre, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.19088609999999,28.5830663,"South Indian, Chettinad, North Indian, Chinese",7.88,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,161.0,India,4
2432,18228885,The Chocolate Avenue,1,New Delhi,"New Moti Bagh, Near Leela Palace Hotel, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1863937,28.5795901,Bakery,3.94,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,28.0,India,1
2433,824,Chimney Sizzlers,1,New Delhi,"V-10 & 16, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1916048,28.5842999,Chinese,10.51,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.7,Yellow,Good,137.0,India,1
2434,301102,Gujarat Bhawan Restaurant,1,New Delhi,"11, Kautilya Marg, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1971751,28.5985428,"Gujarati, South Indian, North Indian",5.25,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,203.0,India,3
2435,18238246,Itäó»s Sinful,1,New Delhi,"Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1735895,28.5974082,"Bakery, Desserts",5.91,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,20.0,India,2
2436,6003,Jakoi,1,New Delhi,"1, Assam Bhavan, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1876516,28.6055182,"Assamese, Chinese",7.88,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,218.0,India,2
2437,815,Moti Mahal Delux,1,New Delhi,"20/48, Malcha Marg Shopping Complex, Diplomatic Enclave, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1871125,28.601613699999998,"North Indian, Mughlai",21.01,Indian Rupees(Rs.),Yes,No,No,No,3,2.4,Red,Poor,164.0,India,2
2438,305296,The Treat,1,New Delhi,"Behind Jesus & Mary College, Rizal Marg, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.178936,28.592856899999997,"North Indian, Mughlai, Chinese",6.57,Indian Rupees(Rs.),No,No,No,No,2,2.1,Red,Poor,138.0,India,3
2439,6079,Break Fast Point,1,New Delhi,"27, Satnam Park, Bhagat Singh Road, Chander Nagar, New Delhi",Chander Nagar,"Chander Nagar, New Delhi",77.2820446,28.655501399999995,North Indian,2.63,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,21.0,India,1
2440,6117,Breakfast Corner,1,New Delhi,"K-14, Bhagat Singh Road, Satnam Park, Chander Nagar, New Delhi",Chander Nagar,"Chander Nagar, New Delhi",77.2822063,28.655449,North Indian,1.97,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,6.0,India,1
2441,18082202,Domino's Pizza,1,New Delhi,"14, Geeta Colony Road,  Sunder Park, Chander Nagar, New Delhi",Chander Nagar,"Chander Nagar, New Delhi",77.27777579999999,28.651988800000005,"Pizza, Fast Food",9.19,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,10.0,India,2
2442,308574,Frontier,1,New Delhi,"K-9 Block, Main Road, Chander Nagar, New Delhi",Chander Nagar,"Chander Nagar, New Delhi",77.2816637,28.656024,Bakery,2.63,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,10.0,India,1
2443,6123,Prince Cafe,1,New Delhi,"108, Main Road, Chander Nagar, New Delhi",Chander Nagar,"Chander Nagar, New Delhi",77.2821725,28.654838899999998,"South Indian, Chinese, Fast Food",3.94,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6.0,India,3
2444,312157,Spicy Eleven,1,New Delhi,"3, Opposite Navjeevan Nursing Home, Chander Nagar, New Delhi",Chander Nagar,"Chander Nagar, New Delhi",77.2779746,28.6536873,"North Indian, South Indian, Chinese",6.57,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,15.0,India,3
2445,302490,Vaishno Punjabi Dhaba,1,New Delhi,"H 1A, New Gobind Pura, Near, Chander Nagar, New Delhi",Chander Nagar,"Chander Nagar, New Delhi",77.2822247,28.6512423,North Indian,5.25,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,12.0,India,1
2446,304697,Adarsh Bhojnalaya,1,New Delhi,"Ground Floor, Plot 482, Haveli Haider Quli, Near Andhra Bank, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.224214,28.656405699999997,North Indian,3.94,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,29.0,India,1
2447,307713,Al Haj Bakery,1,New Delhi,"5080, Ballimaran Road, Katra Nawab, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2278068,28.654508899999996,Bakery,1.97,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,9.0,India,1
2448,18384137,Anmol Chicken,1,New Delhi,"6283, Main Bara Hindu Rao, Near choti Masjid, MD Ismail Marg, Sadar Bazar, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.20948259999999,28.663598999999998,Mughlai,3.94,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,4.0,India,1
2449,5459,Babu Ram Paranthe Wale,1,New Delhi,"1984-1985, Gali Paranthe Wali, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2304115,28.656011499999998,North Indian,1.97,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,225.0,India,1
2450,311703,Bhaijaan Kababs,1,New Delhi,"Shop 2202, Bazar Chitli Qabar, Near Jama Masjid, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.23351009999999,28.6494534,Mughlai,1.31,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,8.0,India,1
2451,308006,Bhikharam's,1,New Delhi,"251, Near Fathehpuri Masjid, Fatehpuri, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.22398333,28.65688889,"Mithai, Fast Food",3.94,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,5.0,India,2
2452,4053,Bikanervala,1,New Delhi,"382, Kucha Ghasi Ram, Fatehpuri, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2244176,28.6566711,"North Indian, South Indian, Fast Food, Street Food, Chinese, Desserts, Mithai",7.22,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,42.0,India,7
2453,5468,Brijwasi Bhoj,1,New Delhi,"376, Near Kucha Ghasi Ram, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2243841,28.656873200000003,North Indian,2.63,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,16.0,India,1
2454,5453,Brijwasi Restaurant,1,New Delhi,"379, Near Kucha Ghasi Ram, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2243823,28.656851,"North Indian, Fast Food, Chinese, South Indian",5.25,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,39.0,India,4
2455,681,Comesum,1,New Delhi,"Old Delhi Railway Station, Mori Gate, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2280206,28.6606804,"North Indian, Street Food, Chinese, South Indian",4.6,Indian Rupees(Rs.),No,No,No,No,1,2.5,Orange,Average,49.0,India,4
2456,308008,Inderpuri Restaurant,1,New Delhi,"187, Church Mission Road, Fatehpuri, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.22319809999999,28.6578654,North Indian,3.28,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,20.0,India,1
2457,18272386,Kamdhenu Family Corner,1,New Delhi,"5469, Opposite Town Hall, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.22717809999999,28.656330199999996,"North Indian, South Indian",3.94,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,4.0,India,2
2458,306380,Khalsa Hindu Hotel,1,New Delhi,"711, Church Mission Road, Fatehpuri, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2234955,28.658756,North Indian,5.91,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5.0,India,1
2459,312936,Mahalaxmi Mishthan Bhandar,1,New Delhi,"659, Church Mission Road, Fatehpuri, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2234057,28.658120299999997,"Mithai, Street Food",1.31,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,16.0,India,2
2460,6698,McDonald's,1,New Delhi,"Near Sis Ganj Sahib Gurudwara, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.23421395,28.65606667,"Fast Food, Burger",6.57,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,57.0,India,2
2461,9961,McDonald's,1,New Delhi,"Platform 3, Old Delhi Railway Station, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.22333167,28.656640000000003,"Fast Food, Burger",6.57,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,42.0,India,2
2462,312925,Natraj Cafe,1,New Delhi,"Main Road Near Central Bank, Opposite Paranthe Wali Gali, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.23050129999999,28.656199199999996,"North Indian, Fast Food, South Indian",3.94,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,21.0,India,3
2463,18342132,Padam Chaat Corner,1,New Delhi,"Gali Barf Wali, Near Kinari Bazar, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.23,28.66,Street Food,1.31,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4.0,India,1
2464,18323461,Pandit Ved Prakash Lemon Wale,1,New Delhi,"Opposite Town Hall, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.22681879999999,28.6565647,"Beverages, Street Food",0.66,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,11.0,India,2
2465,5466,Pt. Babu Ram Devi Dayal Paranthe Wale,1,New Delhi,"9074, Gali Paranthe Wale, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.23071379999999,28.656049499999998,North Indian,1.97,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,53.0,India,1
2466,18232088,Rabri Bhandar,1,New Delhi,"42-B, Gali Parathewali, Opposite Central Bank, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.23050129999999,28.656109700000002,Mithai,1.97,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,7.0,India,1
2467,304743,Ram Parshad Makhan Lal,1,New Delhi,"453, Khari Baoli, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2155012,28.6625615,Mithai,1.31,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,23.0,India,1
